title,id,doi,creators,orcid,date,description,resource_type,url,type,rights,publisher,relation,communities,swh_id,keywords,src_repo,issn,pmid,iris_cat,title_norm,dup_reason
Rethinking educational continuity through participatory action-research and professional development pathways. Case Study Italy.,486593.0,10.6092/unibo/amsacta/6223,"['LAZZARI, ARIANNA', 'BALDUZZI, LUCIA']","['0000-0001-6710-4515', '0000-0002-3934-9416']",2019.0,,,http://amsacta.unibo.it/id/eprint/6223; http://start.pei.si/results/,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,rethinking educational continuity through participatory actionresearch and professional development pathways case study italy,multiple ids
Sustaining Warm and Inclusive Transitions across the Early Years. Final report with implications for policies and practices.,486636.0,10.6092/unibo/amsacta/6224,"['LAZZARI, ARIANNA', 'BALDUZZI, LUCIA']","['0000-0001-6710-4515', '0000-0002-3934-9416']",2019.0,,,http://amsacta.unibo.it/id/eprint/6224; http://start.pei.si/results/,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,sustaining warm and inclusive transitions across the early years final report with implications for policies and practices,multiple ids
Transitions in the Early Years. Tools used in the START Project - Inspiration for professionals.,486662.0,10.6092/unibo/amsacta/6225,"['LAZZARI, ARIANNA', 'BALDUZZI, LUCIA']","['0000-0001-6710-4515', '0000-0002-3934-9416']",2019.0,,,http://amsacta.unibo.it/id/eprint/6225; http://start.pei.si/results/,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,transitions in the early years tools used in the start project inspiration for professionals,multiple ids
The flow grid for the LINK Project. Guide for the observer & sample scoring sheet,486965.0,10.6092/unibo/amsacta/6237,"['ADDESSI, ANNA RITA']",['0000-0002-3663-3673'],2019.0,,,,7.15 test psicologici,,,,,,,iris,,,7.15 Test psicologici,the flow grid for the link project guide for the observer sample scoring sheet,doi
Prime visioni cinematografiche in Italia 1959-60,538530.0,10.6092/unibo/amsacta/6380,"['NOTO, PAOLO']",['0000-0003-4757-6528'],2020.0,,,http://amsacta.unibo.it/6380/,7.05 banche dati,,,,,,,iris,,,7.05 Banche dati,prime visioni cinematografiche in italia 195960,multiple ids
Progetto SPOT - Sismicità Potenzialmente innescabile Offshore e Tsunami. Report integrato di fine progetto,563812.0,10.5281/zenodo.3732887,"['PROTA, ANDREA', 'PAPARO, MARIA AUSILIA', 'VOLPE, MARTA', 'FARAVELLI, MARCO', 'PAGNONI, GIANLUCA', 'TINTI, STEFANO', 'ZANIBONI, FILIPPO', 'ROVERE, MARZIA', 'TOSCANI, GIUSEPPE', 'ARMIGLIATO, ALBERTO', 'ARGNANI, ANDREA']","[nan, '0000-0001-6661-7829', '0000-0003-0901-5471', '0000-0002-5750-1258', '0000-0003-2107-9865', '0000-0002-8058-0361']",2020.0,,,https://www.earth-prints.org/handle/2122/13625,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,progetto spot sismicità potenzialmente innescabile offshore e tsunami report integrato di fine progetto,multiple ids
La comunità durante il lockdown: Report preliminare di ricerca,565148.0,10.6092/unibo/amsacta/6528,"['BARBIERI, IRENE', 'COMPARE, CHRISTIAN', 'GUARINO, ANTONELLA', 'TZANKOVA, IANA IVANOVA', 'ALBANESI, CINZIA']","['0000-0002-0209-7139', '0000-0003-4360-9257', '0000-0003-3742-5574', '0000-0001-7172-2009', '0000-0001-8240-6159']",2020.0,,,https://amsacta.unibo.it/id/eprint/6528/,7.13 rapporto tecnico,,Università degli Studi di Bologna. Centro Interbibliotecario,,,,,iris,,,7.13 Rapporto tecnico,la comunità durante il lockdown report preliminare di ricerca,multiple ids
ROCK Green Office Bologna,594177.0,10.6092/unibo/amsacta/6699,"['BONOLI, ALESSANDRA', 'PENNELLINI, SARA']","['0000-0003-0435-1396', '0000-0002-8037-2896']",2021.0,,,http://amsacta.unibo.it/6699,7.05 banche dati,,,,,,,iris,,,7.05 Banche dati,rock green office bologna,multiple ids
Le iniziative collegate ad Agenda 2030 attuate e in programma nelle biblioteche dell'Emilia-Romagna. Report dell'indagine 2020-2021,598138.0,10.5281/zenodo.5589609,"['TINTI, PAOLO', ""BERNABE', ANNA""]","['0000-0002-5587-7315', '0000-0001-6751-4979']",2021.0,,,,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,le iniziative collegate ad agenda 2030 attuate e in programma nelle biblioteche dellemiliaromagna report dellindagine 20202021,multiple ids
3D wireframe plot - Tegnùa TM4,599649.0,,"['PONTI, MASSIMO']",['0000-0002-6521-1330'],2020.0,,,https://doi.org/10.5281/zenodo.3884108,7.01 carta tematica e geografica,,,,,,,iris,,,7.01 Carta tematica e geografica,3d wireframe plot tegnùa tm4,title
3D wireframe plot - Tegnùa AL06,599651.0,,"['PONTI, MASSIMO']",['0000-0002-6521-1330'],2020.0,,,https://doi.org/10.5281/zenodo.3883995,7.01 carta tematica e geografica,,,,,,,iris,,,7.01 Carta tematica e geografica,3d wireframe plot tegnùa al06,title
3D wireframe plot - Tegnùa P237,599652.0,,"['PONTI, MASSIMO']",['0000-0002-6521-1330'],2020.0,,,https://doi.org/10.5281/zenodo.3884094,7.01 carta tematica e geografica,,,,,,,iris,,,7.01 Carta tematica e geografica,3d wireframe plot tegnùa p237,title
3D wireframe plot - Tegnùa MR20,599653.0,,"['PONTI, MASSIMO']",['0000-0002-6521-1330'],2020.0,,,https://doi.org/10.5281/zenodo.3884070,7.01 carta tematica e geografica,,,,,,,iris,,,7.01 Carta tematica e geografica,3d wireframe plot tegnùa mr20,title
3D wireframe plot - Tegnùa P208b,599654.0,,"['PONTI, MASSIMO']",['0000-0002-6521-1330'],2020.0,,,https://doi.org/10.5281/zenodo.3884080,7.01 carta tematica e geografica,,,,,,,iris,,,7.01 Carta tematica e geografica,3d wireframe plot tegnùa p208b,title
3D wireframe plot - Tegnùa TC1,599655.0,,"['PONTI, MASSIMO']",['0000-0002-6521-1330'],2020.0,,,https://doi.org/10.5281/zenodo.3884104,7.01 carta tematica e geografica,,,,,,,iris,,,7.01 Carta tematica e geografica,3d wireframe plot tegnùa tc1,title
3D wireframe plot - Tegnùa P213,599656.0,,"['PONTI, MASSIMO']",['0000-0002-6521-1330'],2020.0,,,https://doi.org/10.5281/zenodo.3884088,7.01 carta tematica e geografica,,,,,,,iris,,,7.01 Carta tematica e geografica,3d wireframe plot tegnùa p213,title
3D wireframe plot - Tegnùa AL100,599657.0,,"['PONTI, MASSIMO']",['0000-0002-6521-1330'],2020.0,,,https://doi.org/10.5281/zenodo.3884062,7.01 carta tematica e geografica,,,,,,,iris,,,7.01 Carta tematica e geografica,3d wireframe plot tegnùa al100,title
3D wireframe plot - Tegnùa P204,599658.0,,"['PONTI, MASSIMO']",['0000-0002-6521-1330'],2020.0,,,https://doi.org/10.5281/zenodo.3884076,7.01 carta tematica e geografica,,,,,,,iris,,,7.01 Carta tematica e geografica,3d wireframe plot tegnùa p204,title
Fluorescent Neuronal Cells,611235.0,10.6092/unibo/amsacta/6706,"['HITREC, TIMNA', 'BASTIANINI, STEFANO', 'AMICI, ROBERTO', 'OCCHINEGRO, ALESSANDRA', 'ZOCCOLI, ANTONIO', 'LUPPI, MARCO', 'BERTEOTTI, CHIARA', 'TUPONE, DOMENICO', 'SQUARCIO, FABIO', 'MORELLI, ROBERTO', 'RINALDI, LORENZO', 'LO MARTIRE, VIVIANA CARMEN', 'CERRI, MATTEO', 'ZOCCOLI, GIOVANNA', 'CLISSA, LUCA', 'MARTELLI, DAVIDE']","['0000-0002-9296-3482', '0000-0003-2468-1704', '0000-0002-9692-2215', nan, '0000-0002-0993-6185', '0000-0002-9462-5014', '0000-0002-4143-9445', '0000-0002-4238-1011', '0000-0002-6033-1042', '0000-0001-9608-9940', '0000-0001-8696-0835', '0000-0003-3556-305X', '0000-0002-9670-9959', '0000-0002-4876-5200', '0000-0001-6523-9598']",2021.0,,,http://amsacta.unibo.it/6706/,7.05 banche dati,,,,,,,iris,,,7.05 Banche dati,fluorescent neuronal cells,multiple ids
Language data and project specialist: A new modular profile for graduates in language-related disciplines. UPSKILLS Intellectual output 1.6,618646.0,10.5281/zenodo.5030929,"['MILICEVIC PETROVIC, MAJA', 'BERNARDINI, SILVIA', 'FERRARESI, ADRIANO', 'BARRON CEDENO, LUIS ALBERTO', 'ARAGRANDE, GAIA']","['0000-0003-4137-1898', '0000-0003-0750-4861', '0000-0002-6957-0605', '0000-0003-4719-3420', '0000-0002-2869-4599']",2021.0,,,https://doi.org/10.5281/zenodo.5030928,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,language data and project specialist a new modular profile for graduates in languagerelated disciplines upskills intellectual output 16,doi
Survey of curricula: Linguistics and language-related degrees in Europe. UPSKILLS Intellectual output 1.1,618651.0,10.5281/zenodo.5030861,"['MILICEVIC PETROVIC, MAJA']",['0000-0003-4137-1898'],2021.0,,,https://doi.org/10.5281/zenodo.5030861,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,survey of curricula linguistics and languagerelated degrees in europe upskills intellectual output 11,doi
"Toward a new profile for twenty-first century language specialists: Industry, institutional and academic insights. UPSKILLS Intellectual Output 1.2",618667.0,10.5281/zenodo.5030873,"['MILICEVIC PETROVIC, MAJA', 'BERNARDINI, SILVIA']","['0000-0003-4137-1898', '0000-0003-0750-4861']",2021.0,,,https://doi.org/10.5281/zenodo.5030873,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,toward a new profile for twentyfirst century language specialists industry institutional and academic insights upskills intellectual output 12,doi
"Competences, skills and tasks in today's jobs for linguists: Evidence from a corpus of job advertisements. UPSKILLS Intellectual output 1.3",618675.0,10.5281/zenodo.5030879,"['MILICEVIC PETROVIC, MAJA', 'BERNARDINI, SILVIA', 'FERRARESI, ADRIANO', 'BARRON CEDENO, LUIS ALBERTO', 'ARAGRANDE, GAIA']","['0000-0003-4137-1898', '0000-0003-0750-4861', '0000-0002-6957-0605', '0000-0003-4719-3420', '0000-0002-2869-4599']",2021.0,,,https://doi.org/10.5281/zenodo.5030879,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,competences skills and tasks in todays jobs for linguists evidence from a corpus of job advertisements upskills intellectual output 13,doi
Graduate skills and employability: Focus interviews with selected job market stakeholders. UPSKILLS Intellectual output 1.5,618685.0,10.5281/zenodo.5030913,"['MILICEVIC PETROVIC, MAJA', 'BERNARDINI, SILVIA', 'FERRARESI, ADRIANO']","['0000-0003-4137-1898', '0000-0003-0750-4861', '0000-0002-6957-0605']",2021.0,,,https://doi.org/10.5281/zenodo.5030913,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,graduate skills and employability focus interviews with selected job market stakeholders upskills intellectual output 15,doi
"RePIM. Repertorio della Poesia Italiana in Musica, 1500-1700",62117.0,,"['POMPILIO, ANGELO']",['0000-0003-3881-5312'],2004.0,,,,7.04 software,,,,,,,iris,,,7.04 Software,repim repertorio della poesia italiana in musica 15001700,title
CNR-IRPI-Padova/P-SARRET: P-SARRET v0.1,625545.0,,"['TITTI, GIACOMO']",['0000-0003-1980-8723'],2020.0,,,,7.04 software,,,,,,,iris,,,7.04 Software,cnrirpipadovapsarret psarret v01,title
CNR-IRPI-Padova/SZ: SZ plugin,625550.0,,"['TITTI, GIACOMO']",['0000-0003-1980-8723'],2021.0,,,,7.04 software,,,,,,,iris,,,7.04 Software,cnrirpipadovasz sz plugin,title
giactitti/SRT: SRT v1.0,625553.0,,"['TITTI, GIACOMO']",['0000-0003-1980-8723'],2022.0,,,,7.04 software,,,,,,,iris,,,7.04 Software,giactittisrt srt v10,title
"Update recommendations for the Review of Materials Modelling, in particular regarding the reference architecture for metadata based semantic interoperability",649283.0,10.5281/zenodo.6038364,"['GHEDINI, EMANUELE']",['0000-0003-3805-8761'],2019.0,,,,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,update recommendations for the review of materials modelling in particular regarding the reference architecture for metadata based semantic interoperability,multiple ids
Datasets used on the analysis of Mediterranean Mass mortality events during the 2015-2019 period,680238.0,10.5281/zenodo.5877712,"['TURICCHIA, EVA', 'PONTI, MASSIMO']","['0000-0002-8952-9028', '0000-0002-6521-1330']",2022.0,,,,7.05 banche dati,,,,,,,iris,,,7.05 Banche dati,datasets used on the analysis of mediterranean mass mortality events during the 20152019 period,multiple ids
σ-IASI,695353.0,,"['MAESTRI, TIZIANO', 'MARTINAZZO, MICHELE']","['0000-0001-9582-5029', nan]",2022.0,,,https://zenodo.org/record/7019991#.Y3ns-S8w1B3,7.04 software,,,,,,,iris,,,7.04 Software,σiasi,title
"RePIM - Repertorio della Poesia Italiana in Musica, 1500-1700",697814.0,10.5281/zenodo.7307184,"['BONORA, PAOLO', 'POMPILIO, ANGELO']","['0000-0001-8337-3379', '0000-0003-3881-5312']",2022.0,,,https://doi.org/10.5281/zenodo.7307184,7.05 banche dati,,,,,,,iris,,,7.05 Banche dati,repim repertorio della poesia italiana in musica 15001700,multiple ids
D2.4 - TRO Beta Release,713001.0,,"['ZACCARINI, FRANCESCO ANTONIO', 'GHEDINI, EMANUELE']","['0009-0008-8009-5009', '0000-0003-3805-8761']",2022.0,,,,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,d24 tro beta release,title
D2.5 - MLOs Beta Release,713294.0,,"['ZACCARINI, FRANCESCO ANTONIO', 'GHEDINI, EMANUELE']","['0009-0008-8009-5009', '0000-0003-3805-8761']",2022.0,,,,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,d25 mlos beta release,title
Corpus UniCittà,719461.0,10.6092/unibo/amsacta/7166,"['PANO ALAMAN, ANA', 'PEROTTO, MONICA', 'CARUSO, CARMELO', 'TURCI, MONICA', 'LUPORINI, ANTONELLA', 'ZOTTI, VALERIA']","['0000-0003-3652-8694', '0000-0001-5510-3363', nan, '0000-0003-4027-3911', '0000-0003-3312-394X', '0000-0002-4920-4392']",2023.0,,,https://corpusunicitta.it/,7.05 banche dati,,,,,,,iris,,,7.05 Banche dati,corpus unicittà,multiple ids
ZERI & LODE,720089.0,10.6092/unibo/amsacta/5157,"['PERONI, SILVIO', 'MAMBELLI, FRANCESCA', 'TOMASI, FRANCESCA', 'VITALI, FABIO', 'DAQUINO, MARILENA']","['0000-0003-0530-4305', nan, '0000-0002-6631-8607', '0000-0002-7562-5203', '0000-0002-1113-7550']",2014.0,,,http://data.fondazionezeri.unibo.it/,7.05 banche dati,,,,,,,iris,,,7.05 Banche dati,zeri lode,doi
mythLOD,720127.0,10.5281/zenodo.4639821,"['PASQUAL, VALENTINA', 'TOMASI, FRANCESCA']","['0000-0001-5931-5187', '0000-0002-6631-8607']",2021.0,,,https://dharc-org.github.io/mythlod/,7.05 banche dati,,,,,,,iris,,,7.05 Banche dati,mythlod,multiple ids
"MERGING- Housing for immigrants and community integration in Europe and beyond : Strategies, policies, dwellings, and governance funded by European Union, Horizon 2020 Programme: WP3 Task 2: COMPARATIVE REPORT ON CASE ANALYSIS",723509.0,10.6092/unibo/amsacta/7177,"['CORBO, LEONARDO', 'BOLOGNESI, IVANA', 'ILARDO, MARTA', 'BOLZANI, DANIELA', 'CUCONATO, MORENA', 'PAGANO, CHIARA', 'SALINARO, MARTA']","['0000-0001-5133-7592', '0000-0002-7683-3637', '0000-0002-9413-4549', '0000-0002-0537-6969', '0000-0002-3345-7096', '0000-0002-7216-3672', '0000-0002-6237-2083']",2022.0,,,,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,merging housing for immigrants and community integration in europe and beyond strategies policies dwellings and governance funded by european union horizon 2020 programme wp3 task 2 comparative report on case analysis,multiple ids
Insegnanti e Pandemia,725281.0,10.6092/unibo/amsacta/6576.,"['SONCINI, ANNALISA', 'FLORIS, FRANCESCA', 'MATTEUCCI, MARIA CRISTINA']","['0000-0002-6604-0748', '0000-0002-7381-0202', '0000-0002-8425-7393']",2021.0,,,http://amsacta.unibo.it/6576/,7.13 rapporto tecnico,,,,,,,iris,,,7.13 Rapporto tecnico,insegnanti e pandemia,title
